55.856820;37.693036;1000
55.868428;37.660420;500
55.884751;37.653625;200
55.888019;37.670920;400
55.888049;37.668174;400
55.888175;37.664043;400
55.888193;37.662412;350
55.896652;37.682786;100
55.913407;37.719865;50
54.900000;37.462517;200
